Column1;Column2;Column3;Column4
Montrose Beach;09/05/2016 08:00:00 PM;22.1;0
Ohio Street Beach;09/05/2016 08:00:00 PM;22.2;2.63
Calumet Beach;09/05/2016 07:00:00 PM;22.7;2.31
Montrose Beach;09/05/2016 07:00:00 PM;22;0.01
Ohio Street Beach;09/05/2016 07:00:00 PM;22.2;2.49
Calumet Beach;09/05/2016 06:00:00 PM;22.8;2.47
Montrose Beach;09/05/2016 06:00:00 PM;22.1;0.01
Ohio Street Beach;09/05/2016 06:00:00 PM;22.2;23.09
Calumet Beach;09/05/2016 05:00:00 PM;23.1;3.28
Montrose Beach;09/05/2016 05:00:00 PM;22;0
Ohio Street Beach;09/05/2016 05:00:00 PM;22.2;2.91
Calumet Beach;09/05/2016 04:00:00 PM;22.9;2.62
Montrose Beach;09/05/2016 04:00:00 PM;22.1;0
Ohio Street Beach;09/05/2016 04:00:00 PM;22.1;2.78
Calumet Beach;09/05/2016 03:00:00 PM;23.1;2.59
Montrose Beach;09/05/2016 03:00:00 PM;22.1;0
Ohio Street Beach;09/05/2016 03:00:00 PM;22.3;2.88
Calumet Beach;09/05/2016 02:00:00 PM;23;2.44
Montrose Beach;09/05/2016 02:00:00 PM;22;0
Ohio Street Beach;09/05/2016 02:00:00 PM;22.3;2.88
Calumet Beach;09/05/2016 01:00:00 PM;22.6;2.18
Montrose Beach;09/05/2016 01:00:00 PM;22;0
Ohio Street Beach;09/05/2016 01:00:00 PM;22.1;2.71
Calumet Beach;09/05/2016 12:00:00 PM;22.5;2.42
Montrose Beach;09/05/2016 12:00:00 PM;21.8;0
Ohio Street Beach;09/05/2016 12:00:00 PM;22;2.43
Calumet Beach;09/05/2016 11:00:00 AM;22.3;2.28
Montrose Beach;09/05/2016 11:00:00 AM;21.3;0
Ohio Street Beach;09/05/2016 11:00:00 AM;21.9;2.53
Calumet Beach;09/05/2016 10:00:00 AM;22;2.56
Montrose Beach;09/05/2016 10:00:00 AM;20.8;0
Ohio Street Beach;09/05/2016 10:00:00 AM;21.6;2.45
Calumet Beach;09/05/2016 09:00:00 AM;21.7;3.1
Montrose Beach;09/05/2016 09:00:00 AM;20.8;0
Ohio Street Beach;09/05/2016 09:00:00 AM;21.4;2.5
Calumet Beach;09/05/2016 08:00:00 AM;21.6;2.47
Montrose Beach;09/05/2016 08:00:00 AM;20.6;0
Ohio Street Beach;09/05/2016 08:00:00 AM;21.3;2.63
Calumet Beach;09/05/2016 07:00:00 AM;21.6;3.12
Montrose Beach;09/05/2016 07:00:00 AM;20.6;0
Ohio Street Beach;09/05/2016 07:00:00 AM;21.2;2.57
Calumet Beach;09/05/2016 06:00:00 AM;21.7;3.64
Montrose Beach;09/05/2016 06:00:00 AM;20.7;0
Ohio Street Beach;09/05/2016 06:00:00 AM;21.3;2.66
Calumet Beach;09/05/2016 05:00:00 AM;21.7;2.84
Montrose Beach;09/05/2016 05:00:00 AM;20.8;0
Ohio Street Beach;09/05/2016 05:00:00 AM;21.3;2.66
Calumet Beach;09/05/2016 04:00:00 AM;21.7;2.96
Montrose Beach;09/05/2016 04:00:00 AM;20.8;0
Ohio Street Beach;09/05/2016 04:00:00 AM;21.4;2.7
Calumet Beach;09/05/2016 03:00:00 AM;21.8;3.2
Montrose Beach;09/05/2016 03:00:00 AM;20.8;0
Ohio Street Beach;09/05/2016 03:00:00 AM;21.4;2.8
Calumet Beach;09/05/2016 02:00:00 AM;21.9;2.75
Montrose Beach;09/05/2016 02:00:00 AM;20.9;0
Ohio Street Beach;09/05/2016 02:00:00 AM;21.5;2.93
Calumet Beach;09/05/2016 01:00:00 AM;22;3.21
Montrose Beach;09/05/2016 01:00:00 AM;20.9;0
Ohio Street Beach;09/05/2016 01:00:00 AM;21.5;2.88
Calumet Beach;09/05/2016 12:00:00 AM;22.2;3.76
Montrose Beach;09/05/2016 12:00:00 AM;21;0
Ohio Street Beach;09/05/2016 12:00:00 AM;21.7;2.99
Calumet Beach;09/04/2016 10:00:00 PM;22.4;3.51
Montrose Beach;09/04/2016 10:00:00 PM;21.2;0
Ohio Street Beach;09/04/2016 10:00:00 PM;21.8;3.01
Calumet Beach;09/04/2016 09:00:00 PM;22.6;3.28
Montrose Beach;09/04/2016 09:00:00 PM;21.5;0
Ohio Street Beach;09/04/2016 09:00:00 PM;21.8;3.14
Calumet Beach;09/04/2016 08:00:00 PM;22.8;4.31
Montrose Beach;09/04/2016 08:00:00 PM;22;0.14
Ohio Street Beach;09/04/2016 08:00:00 PM;21.9;3.18
Calumet Beach;09/04/2016 07:00:00 PM;22.8;3.71
Montrose Beach;09/04/2016 07:00:00 PM;21.3;0
Ohio Street Beach;09/04/2016 07:00:00 PM;21.9;3.07
Calumet Beach;09/04/2016 06:00:00 PM;22.8;4.26
Montrose Beach;09/04/2016 06:00:00 PM;21.4;0
Ohio Street Beach;09/04/2016 06:00:00 PM;22;3.15
Calumet Beach;09/04/2016 05:00:00 PM;23;4.35
Montrose Beach;09/04/2016 05:00:00 PM;21.5;0
Ohio Street Beach;09/04/2016 05:00:00 PM;22.2;3.08
Calumet Beach;09/04/2016 04:00:00 PM;22.8;4.15
Montrose Beach;09/04/2016 04:00:00 PM;21.5;0.1
Ohio Street Beach;09/04/2016 04:00:00 PM;22.2;4.06
Calumet Beach;09/04/2016 03:00:00 PM;22.9;4.36
Montrose Beach;09/04/2016 03:00:00 PM;21.5;0.25
Ohio Street Beach;09/04/2016 03:00:00 PM;22.1;3.38
Calumet Beach;09/04/2016 02:00:00 PM;22.9;4.33
Montrose Beach;09/04/2016 02:00:00 PM;21.4;0.35
Ohio Street Beach;09/04/2016 02:00:00 PM;22;3.18
Calumet Beach;09/04/2016 01:00:00 PM;22.6;4.41
Montrose Beach;09/04/2016 01:00:00 PM;21.3;0.34
Ohio Street Beach;09/04/2016 01:00:00 PM;22.4;7.53
Calumet Beach;09/04/2016 12:00:00 PM;22.4;3.93
Montrose Beach;09/04/2016 12:00:00 PM;21.2;1.46
Ohio Street Beach;09/04/2016 12:00:00 PM;22.3;3.36
Calumet Beach;09/04/2016 11:00:00 AM;22.2;3.77
Montrose Beach;09/04/2016 11:00:00 AM;21.1;4.31
Ohio Street Beach;09/04/2016 11:00:00 AM;21.7;3.46
Calumet Beach;09/04/2016 10:00:00 AM;22;4
Montrose Beach;09/04/2016 10:00:00 AM;20.9;5.91
Calumet Beach;09/04/2016 09:00:00 AM;21.7;4.08
Montrose Beach;09/04/2016 09:00:00 AM;20.7;6.56
Ohio Street Beach;09/04/2016 09:00:00 AM;21.1;3.4
Calumet Beach;09/04/2016 08:00:00 AM;21.5;5.18
Montrose Beach;09/04/2016 08:00:00 AM;20.5;5.1
Ohio Street Beach;09/04/2016 08:00:00 AM;21;3.46
Calumet Beach;09/04/2016 07:00:00 AM;21.5;6.52
Montrose Beach;09/04/2016 07:00:00 AM;20.6;4.13
Ohio Street Beach;09/04/2016 07:00:00 AM;20.9;3.54
Calumet Beach;09/04/2016 06:00:00 AM;21.6;5.54
Montrose Beach;09/04/2016 06:00:00 AM;20.6;4.33
Ohio Street Beach;09/04/2016 06:00:00 AM;21;3.77
Calumet Beach;09/04/2016 05:00:00 AM;21.7;5.07
Montrose Beach;09/04/2016 05:00:00 AM;20.8;6.14
Ohio Street Beach;09/04/2016 05:00:00 AM;21.1;3.61
Calumet Beach;09/04/2016 04:00:00 AM;21.8;5.21
Montrose Beach;09/04/2016 04:00:00 AM;20.9;5.75
Ohio Street Beach;09/04/2016 04:00:00 AM;21.2;3.69
Calumet Beach;09/04/2016 03:00:00 AM;21.9;5.11
Montrose Beach;09/04/2016 03:00:00 AM;21.1;4.84
Ohio Street Beach;09/04/2016 03:00:00 AM;21.2;3.25
Calumet Beach;09/04/2016 02:00:00 AM;22;5.46
Montrose Beach;09/04/2016 02:00:00 AM;21.2;4.52
Ohio Street Beach;09/04/2016 02:00:00 AM;21.3;3.19
Montrose Beach;09/04/2016 12:00:00 AM;21.5;3.36
Ohio Street Beach;09/04/2016 12:00:00 AM;21.7;3.43
Calumet Beach;09/03/2016 11:00:00 PM;22.3;7.8
Montrose Beach;09/03/2016 11:00:00 PM;21.6;6.15
Ohio Street Beach;09/03/2016 11:00:00 PM;21.8;3.48
Calumet Beach;09/03/2016 10:00:00 PM;22.4;9.04
Montrose Beach;09/03/2016 10:00:00 PM;21.6;5.52
Ohio Street Beach;09/03/2016 10:00:00 PM;21.9;3.78
Calumet Beach;09/03/2016 09:00:00 PM;22.3;8.23
Montrose Beach;09/03/2016 09:00:00 PM;21.6;3.59
Ohio Street Beach;09/03/2016 09:00:00 PM;22;3.67
Calumet Beach;09/03/2016 08:00:00 PM;22.4;4.23
Montrose Beach;09/03/2016 08:00:00 PM;21.8;3.84
Ohio Street Beach;09/03/2016 08:00:00 PM;22.2;3.1
Calumet Beach;09/03/2016 07:00:00 PM;22.4;4.89
Montrose Beach;09/03/2016 07:00:00 PM;21.9;3.46
Ohio Street Beach;09/03/2016 07:00:00 PM;22.3;3.2
Calumet Beach;09/03/2016 06:00:00 PM;22.6;5.3
Montrose Beach;09/03/2016 06:00:00 PM;22.4;5
Ohio Street Beach;09/03/2016 06:00:00 PM;22.5;3.19
Calumet Beach;09/03/2016 05:00:00 PM;22.6;5.42
Montrose Beach;09/03/2016 05:00:00 PM;23.4;5.94
Ohio Street Beach;09/03/2016 05:00:00 PM;22.9;3.26
Calumet Beach;09/03/2016 04:00:00 PM;22.5;5.26
Montrose Beach;09/03/2016 04:00:00 PM;23.4;6.45
Ohio Street Beach;09/03/2016 04:00:00 PM;23;3.19
Calumet Beach;09/03/2016 03:00:00 PM;22.4;5.68
Montrose Beach;09/03/2016 03:00:00 PM;22.8;5.83
Ohio Street Beach;09/03/2016 03:00:00 PM;23.2;3.12
Calumet Beach;09/03/2016 02:00:00 PM;22.2;5.14
Montrose Beach;09/03/2016 02:00:00 PM;22.4;4.22
Ohio Street Beach;09/03/2016 02:00:00 PM;22.7;3.12
Calumet Beach;09/03/2016 01:00:00 PM;22;4.68
Montrose Beach;09/03/2016 01:00:00 PM;21.9;3.82
Ohio Street Beach;09/03/2016 01:00:00 PM;22.4;3.18
Calumet Beach;09/03/2016 12:00:00 PM;21.7;4.77
Montrose Beach;09/03/2016 12:00:00 PM;21.6;3.63
Ohio Street Beach;09/03/2016 12:00:00 PM;22.2;3.16
Calumet Beach;09/03/2016 11:00:00 AM;21.3;5.7
Montrose Beach;09/03/2016 11:00:00 AM;21.4;3.99
Ohio Street Beach;09/03/2016 11:00:00 AM;21.9;3.25
Calumet Beach;09/03/2016 10:00:00 AM;21.1;5.74
Montrose Beach;09/03/2016 10:00:00 AM;21.1;4.69
Ohio Street Beach;09/03/2016 10:00:00 AM;21.4;3.23
Calumet Beach;09/03/2016 09:00:00 AM;20.8;7.2
Montrose Beach;09/03/2016 09:00:00 AM;21;7.85
Ohio Street Beach;09/03/2016 09:00:00 AM;21.2;3.47
Calumet Beach;09/03/2016 08:00:00 AM;20.6;8.07
Montrose Beach;09/03/2016 08:00:00 AM;20.9;7.56
Ohio Street Beach;09/03/2016 08:00:00 AM;21.1;3.32
Calumet Beach;09/03/2016 07:00:00 AM;20.4;7.92
Montrose Beach;09/03/2016 07:00:00 AM;20.8;5.74
Ohio Street Beach;09/03/2016 07:00:00 AM;21.1;3.45
Calumet Beach;09/03/2016 06:00:00 AM;20.5;8.69
Montrose Beach;09/03/2016 06:00:00 AM;20.9;7.32
Ohio Street Beach;09/03/2016 06:00:00 AM;21.1;3.72
Calumet Beach;09/03/2016 05:00:00 AM;20.6;10.42
Montrose Beach;09/03/2016 05:00:00 AM;21;6.79
Ohio Street Beach;09/03/2016 05:00:00 AM;21.1;4.45
Calumet Beach;09/03/2016 04:00:00 AM;20.8;12.58
Montrose Beach;09/03/2016 04:00:00 AM;21;7.22
Ohio Street Beach;09/03/2016 04:00:00 AM;21.1;4.85
Calumet Beach;09/03/2016 03:00:00 AM;20.9;15.16
Montrose Beach;09/03/2016 03:00:00 AM;20.8;7.75
Ohio Street Beach;09/03/2016 03:00:00 AM;21.2;5.16
Calumet Beach;09/03/2016 02:00:00 AM;20.9;18.38
Montrose Beach;09/03/2016 02:00:00 AM;20.9;7.9
Ohio Street Beach;09/03/2016 02:00:00 AM;21.3;5.01
Calumet Beach;09/03/2016 01:00:00 AM;21;18.6
Montrose Beach;09/03/2016 01:00:00 AM;21;9.03
Ohio Street Beach;09/03/2016 01:00:00 AM;21.3;4.79
Calumet Beach;09/03/2016 12:00:00 AM;21.1;20.27
Montrose Beach;09/03/2016 12:00:00 AM;21.1;8.34
Ohio Street Beach;09/03/2016 12:00:00 AM;21.4;4.55
Calumet Beach;09/02/2016 11:00:00 PM;21.2;22.57
Montrose Beach;09/02/2016 11:00:00 PM;21.1;9.91
Ohio Street Beach;09/02/2016 11:00:00 PM;21.6;4.56
Calumet Beach;09/02/2016 10:00:00 PM;21.1;12.41
Montrose Beach;09/02/2016 10:00:00 PM;21.1;11.24
Ohio Street Beach;09/02/2016 10:00:00 PM;21.9;4.77
Calumet Beach;09/02/2016 09:00:00 PM;21.2;10.55
Montrose Beach;09/02/2016 09:00:00 PM;21.2;10.6
Ohio Street Beach;09/02/2016 09:00:00 PM;22;5.03
Calumet Beach;09/02/2016 08:00:00 PM;21.5;7.81
Montrose Beach;09/02/2016 08:00:00 PM;21.4;10.7
Ohio Street Beach;09/02/2016 08:00:00 PM;22.1;4.82
Calumet Beach;09/02/2016 07:00:00 PM;22.1;7.4
Montrose Beach;09/02/2016 07:00:00 PM;21.8;11.85
Ohio Street Beach;09/02/2016 07:00:00 PM;22.3;4.71
Calumet Beach;09/02/2016 06:00:00 PM;22.1;7.92
Montrose Beach;09/02/2016 06:00:00 PM;22;11.63
Ohio Street Beach;09/02/2016 06:00:00 PM;22.6;5.06
Calumet Beach;09/02/2016 05:00:00 PM;22;6.65
Montrose Beach;09/02/2016 05:00:00 PM;22;11.08
Ohio Street Beach;09/02/2016 05:00:00 PM;22.7;5.44
Calumet Beach;09/02/2016 04:00:00 PM;21.9;7.08
Montrose Beach;09/02/2016 04:00:00 PM;22.1;12.18
Ohio Street Beach;09/02/2016 04:00:00 PM;22.5;5.09
Calumet Beach;09/02/2016 03:00:00 PM;21.6;9.76
Montrose Beach;09/02/2016 03:00:00 PM;22.2;12.75
Ohio Street Beach;09/02/2016 03:00:00 PM;22.4;4.45
Calumet Beach;09/02/2016 02:00:00 PM;21.5;9.12
Montrose Beach;09/02/2016 02:00:00 PM;21.6;6.94
Ohio Street Beach;09/02/2016 02:00:00 PM;22.2;4.6
Calumet Beach;09/02/2016 01:00:00 PM;21.9;10.59
Montrose Beach;09/02/2016 01:00:00 PM;21.4;7.87
Ohio Street Beach;09/02/2016 01:00:00 PM;22.1;5.59
Calumet Beach;09/02/2016 12:00:00 PM;21.5;12.49
Montrose Beach;09/02/2016 12:00:00 PM;21.2;9.69
Ohio Street Beach;09/02/2016 12:00:00 PM;21.7;5.69
Calumet Beach;09/02/2016 11:00:00 AM;21.1;13.71
Montrose Beach;09/02/2016 11:00:00 AM;21;9.8
Ohio Street Beach;09/02/2016 11:00:00 AM;21.4;5.51
Calumet Beach;09/02/2016 10:00:00 AM;20.5;13.79
Montrose Beach;09/02/2016 10:00:00 AM;20.9;11.2
Ohio Street Beach;09/02/2016 10:00:00 AM;21.1;6.24
Calumet Beach;09/02/2016 09:00:00 AM;20.3;14.76
Montrose Beach;09/02/2016 09:00:00 AM;20.7;11.66
Ohio Street Beach;09/02/2016 09:00:00 AM;21;6.37
Calumet Beach;09/02/2016 08:00:00 AM;20.3;15.07
Montrose Beach;09/02/2016 08:00:00 AM;20.6;14.22
Ohio Street Beach;09/02/2016 08:00:00 AM;20.9;6.21
Calumet Beach;09/02/2016 07:00:00 AM;20.2;13.88
Montrose Beach;09/02/2016 07:00:00 AM;20.4;22.28
Ohio Street Beach;09/02/2016 07:00:00 AM;20.9;8.04
Calumet Beach;09/02/2016 06:00:00 AM;20.1;20.05
Montrose Beach;09/02/2016 06:00:00 AM;20.3;28.21
Ohio Street Beach;09/02/2016 06:00:00 AM;20.9;8.51
Calumet Beach;09/02/2016 05:00:00 AM;20.4;19.98
Montrose Beach;09/02/2016 05:00:00 AM;20.2;31.62
Ohio Street Beach;09/02/2016 05:00:00 AM;21;8.95
Calumet Beach;09/02/2016 04:00:00 AM;20.3;20.78
Montrose Beach;09/02/2016 04:00:00 AM;20.5;27.67
Ohio Street Beach;09/02/2016 04:00:00 AM;21;6.72
Calumet Beach;09/02/2016 03:00:00 AM;20.4;20.56
Ohio Street Beach;09/02/2016 03:00:00 AM;21.1;8.42
Calumet Beach;09/02/2016 02:00:00 AM;20.5;22.85
Montrose Beach;09/02/2016 02:00:00 AM;20.5;31.91
Ohio Street Beach;09/02/2016 02:00:00 AM;21.1;7.76
Calumet Beach;09/02/2016 01:00:00 AM;20.8;12.39
Montrose Beach;09/02/2016 01:00:00 AM;20.6;30.93
Ohio Street Beach;09/02/2016 01:00:00 AM;21.1;9.16
Calumet Beach;09/02/2016 12:00:00 AM;20.8;11.63
Montrose Beach;09/02/2016 12:00:00 AM;20.6;36.99
Ohio Street Beach;09/02/2016 12:00:00 AM;21.1;9.74
Calumet Beach;09/01/2016 11:00:00 PM;20.9;11.96
Montrose Beach;09/01/2016 11:00:00 PM;20.6;69.05
Ohio Street Beach;09/01/2016 11:00:00 PM;21.2;11.5
Montrose Beach;09/01/2016 10:00:00 PM;20.7;164.05
Ohio Street Beach;09/01/2016 10:00:00 PM;21.3;11.87
Calumet Beach;09/01/2016 09:00:00 PM;21.3;11.89
Montrose Beach;09/01/2016 09:00:00 PM;20.9;47.84
Ohio Street Beach;09/01/2016 09:00:00 PM;21.4;11.76
Calumet Beach;09/01/2016 08:00:00 PM;21.4;12.18
Montrose Beach;09/01/2016 08:00:00 PM;21;22.6
Ohio Street Beach;09/01/2016 08:00:00 PM;21.5;12.3
Calumet Beach;09/01/2016 07:00:00 PM;21.6;11.93
Montrose Beach;09/01/2016 07:00:00 PM;21.1;18.55
Ohio Street Beach;09/01/2016 07:00:00 PM;21.6;11.77
Calumet Beach;09/01/2016 06:00:00 PM;21.7;9.92
Montrose Beach;09/01/2016 06:00:00 PM;21.2;24.19
Ohio Street Beach;09/01/2016 06:00:00 PM;21.7;10.2
Calumet Beach;09/01/2016 05:00:00 PM;21.7;9.99
Montrose Beach;09/01/2016 05:00:00 PM;21.2;15.44
Ohio Street Beach;09/01/2016 05:00:00 PM;21.8;10.13
Calumet Beach;09/01/2016 04:00:00 PM;21.6;9.74
Montrose Beach;09/01/2016 04:00:00 PM;21.3;14.24
Ohio Street Beach;09/01/2016 04:00:00 PM;21.8;8.77
Calumet Beach;09/01/2016 03:00:00 PM;21.5;7.36
Montrose Beach;09/01/2016 03:00:00 PM;21.2;14.24
Ohio Street Beach;09/01/2016 03:00:00 PM;21.8;8.58
Calumet Beach;09/01/2016 02:00:00 PM;21.6;8.71
Montrose Beach;09/01/2016 02:00:00 PM;21.1;10.81
Ohio Street Beach;09/01/2016 02:00:00 PM;21.9;8.19
Calumet Beach;09/01/2016 01:00:00 PM;21.6;8.28
Montrose Beach;09/01/2016 01:00:00 PM;21.1;9.41
Ohio Street Beach;09/01/2016 01:00:00 PM;21.8;7.72
Calumet Beach;09/01/2016 12:00:00 PM;21.6;10.72
Montrose Beach;09/01/2016 12:00:00 PM;21;9.74
Ohio Street Beach;09/01/2016 12:00:00 PM;21.8;6.55
Calumet Beach;09/01/2016 11:00:00 AM;21.4;10.98
Montrose Beach;09/01/2016 11:00:00 AM;20.9;7.14
Ohio Street Beach;09/01/2016 11:00:00 AM;21.8;6.23
Calumet Beach;09/01/2016 10:00:00 AM;21.4;13.16
Montrose Beach;09/01/2016 10:00:00 AM;20.9;4.74
Ohio Street Beach;09/01/2016 10:00:00 AM;21.7;6.83
Calumet Beach;09/01/2016 09:00:00 AM;21.3;12.99
Montrose Beach;09/01/2016 09:00:00 AM;20.8;6.99
Ohio Street Beach;09/01/2016 09:00:00 AM;21.6;5.76
Calumet Beach;09/01/2016 08:00:00 AM;21.3;11.7
Montrose Beach;09/01/2016 08:00:00 AM;21;5.84
Ohio Street Beach;09/01/2016 08:00:00 AM;21.7;6.31
Calumet Beach;09/01/2016 04:00:00 AM;21.7;9.97
Montrose Beach;09/01/2016 04:00:00 AM;21.2;10.23
Ohio Street Beach;09/01/2016 04:00:00 AM;21.9;7.12
Calumet Beach;09/01/2016 03:00:00 AM;21.8;12.56
Montrose Beach;09/01/2016 03:00:00 AM;21.2;9.55
Ohio Street Beach;09/01/2016 03:00:00 AM;21.9;7.75
Calumet Beach;09/01/2016 02:00:00 AM;21.8;11.06
Montrose Beach;09/01/2016 02:00:00 AM;21.4;8.17
Ohio Street Beach;09/01/2016 02:00:00 AM;21.9;7.29
Calumet Beach;09/01/2016 01:00:00 AM;21.9;14.24
Montrose Beach;09/01/2016 01:00:00 AM;21.6;19.18
Ohio Street Beach;09/01/2016 01:00:00 AM;22;7.09
Calumet Beach;09/01/2016 12:00:00 AM;22;12.48
Montrose Beach;09/01/2016 12:00:00 AM;21.7;14.89
Ohio Street Beach;09/01/2016 12:00:00 AM;22;9.1
Calumet Beach;08/31/2016 11:00:00 PM;22;6.9
Montrose Beach;08/31/2016 11:00:00 PM;21.8;7.92
Ohio Street Beach;08/31/2016 11:00:00 PM;22.1;7.31
Calumet Beach;08/31/2016 10:00:00 PM;22.4;5.92
Montrose Beach;08/31/2016 10:00:00 PM;22;6.55
Ohio Street Beach;08/31/2016 10:00:00 PM;22.2;8.2
Calumet Beach;08/31/2016 09:00:00 PM;22.6;4.68
Montrose Beach;08/31/2016 09:00:00 PM;22.3;19.53
Ohio Street Beach;08/31/2016 09:00:00 PM;22.2;7.62
Calumet Beach;08/31/2016 08:00:00 PM;22.5;4.85
Montrose Beach;08/31/2016 08:00:00 PM;22.4;8
Ohio Street Beach;08/31/2016 08:00:00 PM;22.5;7.13
Calumet Beach;08/31/2016 07:00:00 PM;22.6;4.62
Montrose Beach;08/31/2016 07:00:00 PM;22.7;9.58
Ohio Street Beach;08/31/2016 07:00:00 PM;22.7;6.17
Calumet Beach;08/31/2016 06:00:00 PM;22.7;3.13
Montrose Beach;08/31/2016 06:00:00 PM;23;0.47
Ohio Street Beach;08/31/2016 06:00:00 PM;22.8;4.49
Calumet Beach;08/31/2016 05:00:00 PM;22.8;2.81
Montrose Beach;08/31/2016 05:00:00 PM;23;0.81
Ohio Street Beach;08/31/2016 05:00:00 PM;23;4.09
Calumet Beach;08/31/2016 04:00:00 PM;22.9;2.29
Montrose Beach;08/31/2016 04:00:00 PM;23;0.17
Ohio Street Beach;08/31/2016 04:00:00 PM;22.9;4.4
Calumet Beach;08/31/2016 03:00:00 PM;22.9;1.49
Montrose Beach;08/31/2016 03:00:00 PM;22.9;23.29
Ohio Street Beach;08/31/2016 03:00:00 PM;23.1;4.66
Calumet Beach;08/31/2016 02:00:00 PM;22.7;1.56
Montrose Beach;08/31/2016 02:00:00 PM;22.9;0.02
Ohio Street Beach;08/31/2016 02:00:00 PM;23;4.2
Calumet Beach;08/31/2016 01:00:00 PM;22.7;1.23
Montrose Beach;08/31/2016 01:00:00 PM;22.9;0
Ohio Street Beach;08/31/2016 01:00:00 PM;22.9;4.21
Calumet Beach;08/31/2016 12:00:00 PM;22.7;0.96
Montrose Beach;08/31/2016 12:00:00 PM;22.8;0
Ohio Street Beach;08/31/2016 12:00:00 PM;22.8;4.19
Calumet Beach;08/31/2016 11:00:00 AM;22.5;0.73
Montrose Beach;08/31/2016 11:00:00 AM;22.7;0.74
Ohio Street Beach;08/31/2016 11:00:00 AM;22.7;3.4
Calumet Beach;08/31/2016 10:00:00 AM;22.4;0.64
Montrose Beach;08/31/2016 10:00:00 AM;22.8;0
Ohio Street Beach;08/31/2016 10:00:00 AM;22.5;3.79
Calumet Beach;08/31/2016 09:00:00 AM;22.3;0.58
Montrose Beach;08/31/2016 09:00:00 AM;22.8;0
Ohio Street Beach;08/31/2016 09:00:00 AM;22.5;2.42
Calumet Beach;08/31/2016 08:00:00 AM;22.3;0.43
Montrose Beach;08/31/2016 08:00:00 AM;23;0
Ohio Street Beach;08/31/2016 08:00:00 AM;22.5;1.72
Calumet Beach;08/31/2016 07:00:00 AM;22.3;0.37
Montrose Beach;08/31/2016 07:00:00 AM;23;0
Ohio Street Beach;08/31/2016 07:00:00 AM;22.6;1.32
Calumet Beach;08/31/2016 06:00:00 AM;22.3;0.43
Montrose Beach;08/31/2016 06:00:00 AM;23;0
Ohio Street Beach;08/31/2016 06:00:00 AM;22.7;0.97
Calumet Beach;08/31/2016 05:00:00 AM;22.4;0.46
Montrose Beach;08/31/2016 05:00:00 AM;23.1;0
Ohio Street Beach;08/31/2016 05:00:00 AM;22.7;0.59
Calumet Beach;08/31/2016 04:00:00 AM;22.5;0.37
Montrose Beach;08/31/2016 04:00:00 AM;23.2;0
Ohio Street Beach;08/31/2016 04:00:00 AM;22.8;0.66
Calumet Beach;08/31/2016 03:00:00 AM;22.5;0.36
Montrose Beach;08/31/2016 03:00:00 AM;23.3;0
Ohio Street Beach;08/31/2016 03:00:00 AM;22.8;0.55
Montrose Beach;08/31/2016 02:00:00 AM;23.4;0
Ohio Street Beach;08/31/2016 02:00:00 AM;22.9;0.53
Calumet Beach;08/31/2016 01:00:00 AM;22.7;0.42
Montrose Beach;08/31/2016 01:00:00 AM;23.5;0
Ohio Street Beach;08/31/2016 01:00:00 AM;22.9;0.53
Calumet Beach;08/31/2016 12:00:00 AM;22.7;0.6
Montrose Beach;08/31/2016 12:00:00 AM;23.6;0
Ohio Street Beach;08/31/2016 12:00:00 AM;23;0.55
Calumet Beach;08/30/2016 11:00:00 PM;22.7;0.75
Montrose Beach;08/30/2016 11:00:00 PM;23.7;0
Ohio Street Beach;08/30/2016 11:00:00 PM;23;0.56
Calumet Beach;08/30/2016 10:00:00 PM;23;0.56
Montrose Beach;08/30/2016 10:00:00 PM;23.7;0
Ohio Street Beach;08/30/2016 10:00:00 PM;23;0.46
Calumet Beach;08/30/2016 09:00:00 PM;23.4;0.65
Montrose Beach;08/30/2016 09:00:00 PM;23.7;0
Ohio Street Beach;08/30/2016 09:00:00 PM;23.1;0.48
Calumet Beach;08/30/2016 08:00:00 PM;23.5;0.57
Montrose Beach;08/30/2016 08:00:00 PM;23.7;0
Ohio Street Beach;08/30/2016 08:00:00 PM;23.1;0.51
Calumet Beach;08/30/2016 07:00:00 PM;23.6;0.66
Montrose Beach;08/30/2016 07:00:00 PM;23.7;0
Ohio Street Beach;08/30/2016 07:00:00 PM;23.1;0.5
Calumet Beach;08/30/2016 06:00:00 PM;23.8;0.47
Ohio Street Beach;08/30/2016 06:00:00 PM;23.1;0.61
Calumet Beach;08/30/2016 05:00:00 PM;24.5;0.86
Montrose Beach;08/30/2016 05:00:00 PM;24.7;0
Ohio Street Beach;08/30/2016 05:00:00 PM;23.3;0.4
Calumet Beach;08/30/2016 04:00:00 PM;24.7;0.63
Montrose Beach;08/30/2016 04:00:00 PM;24.5;0
Ohio Street Beach;08/30/2016 04:00:00 PM;23.5;0.5
Calumet Beach;08/30/2016 03:00:00 PM;24.6;1.26
Montrose Beach;08/30/2016 03:00:00 PM;24.1;0
Ohio Street Beach;08/30/2016 03:00:00 PM;23.3;0.53
Calumet Beach;08/30/2016 02:00:00 PM;24.7;4
Montrose Beach;08/30/2016 02:00:00 PM;23.9;0
Ohio Street Beach;08/30/2016 02:00:00 PM;23.4;0.75
Calumet Beach;08/30/2016 01:00:00 PM;24.5;2.68
Montrose Beach;08/30/2016 01:00:00 PM;24;0
Ohio Street Beach;08/30/2016 01:00:00 PM;23;0.53
